121.351369	31.218184	2015-04-02 06:36:26
121.351464	31.217984	2015-04-02 06:36:57
121.351597	31.218093	2015-04-02 06:37:22
121.351256	31.218409	2015-04-02 06:37:42
121.351567	31.217819	2015-04-02 06:37:51
121.351767	31.217197	2015-04-02 06:38:00
121.352088	31.215952	2015-04-02 06:38:13
121.351838	31.214846	2015-04-02 06:38:23
121.351947	31.214066	2015-04-02 06:38:31
121.352295	31.211615	2015-04-02 06:39:30
121.352311	31.211269	2015-04-02 06:39:51
121.352857	31.211126	2015-04-02 06:40:00
121.354249	31.210949	2015-04-02 06:40:19
121.354826	31.210808	2015-04-02 06:40:30
121.355646	31.210676	2015-04-02 06:40:42
121.356552	31.210613	2015-04-02 06:40:52
121.357907	31.210572	2015-04-02 06:41:02
121.359071	31.210534	2015-04-02 06:41:12
121.359889	31.210461	2015-04-02 06:41:44
121.360474	31.210436	2015-04-02 06:41:54
121.361223	31.210384	2015-04-02 06:42:15
121.361884	31.210297	2015-04-02 06:42:28
121.362627	31.210269	2015-04-02 06:42:40
121.363522	31.210220	2015-04-02 06:42:50
121.364572	31.210127	2015-04-02 06:43:01
121.365980	31.210035	2015-04-02 06:43:29
121.366692	31.209995	2015-04-02 06:43:39
121.368092	31.209907	2015-04-02 06:43:50
121.369278	31.209830	2015-04-02 06:43:58
121.370494	31.209717	2015-04-02 06:44:09
121.370535	31.209708	2015-04-02 06:44:41
121.370869	31.209677	2015-04-02 06:44:52
121.372096	31.209592	2015-04-02 06:45:17
121.372549	31.209595	2015-04-02 06:45:48
121.372578	31.209592	2015-04-02 06:46:19
121.373335	31.209566	2015-04-02 06:46:39
121.374041	31.209536	2015-04-02 06:46:50
121.374216	31.209535	2015-04-02 06:47:21
121.374285	31.209524	2015-04-02 06:47:48
121.374578	31.209503	2015-04-02 06:47:59
121.375908	31.209218	2015-04-02 06:48:10
121.376884	31.208418	2015-04-02 06:48:20
121.378200	31.207280	2015-04-02 06:48:30
121.379543	31.205952	2015-04-02 06:48:41
121.380308	31.204522	2015-04-02 06:48:51
121.384498	31.194814	2015-04-02 06:49:54
121.385257	31.193832	2015-04-02 06:50:04
121.385989	31.192740	2015-04-02 06:50:14
121.386779	31.191463	2015-04-02 06:50:25
121.387522	31.190003	2015-04-02 06:50:35
121.387918	31.189088	2015-04-02 06:50:45
121.388746	31.186695	2015-04-02 06:50:55
121.390997	31.180331	2015-04-02 06:51:25
121.391404	31.178721	2015-04-02 06:51:37
121.391926	31.176884	2015-04-02 06:51:43
121.392460	31.175123	2015-04-02 06:51:57
121.392876	31.173595	2015-04-02 06:52:07
