121.543448	31.242521	2015-03-31 17:08:00
121.543644	31.242739	2015-03-31 17:08:10

121.541612	31.240674	2015-03-31 23:19:16
121.541218	31.240447	2015-03-31 23:19:28
121.540459	31.240089	2015-03-31 23:19:37
121.539710	31.239818	2015-03-31 23:19:43
121.539086	31.240008	2015-03-31 23:19:53
121.538638	31.240692	2015-03-31 23:20:02
121.538227	31.241397	2015-03-31 23:20:09
121.537915	31.241730	2015-03-31 23:20:20
121.537535	31.241598	2015-03-31 23:20:31
121.536929	31.241311	2015-03-31 23:20:39
121.536104	31.241003	2015-03-31 23:20:46
121.535307	31.240670	2015-03-31 23:20:54
121.534564	31.240383	2015-03-31 23:21:04
121.533720	31.240097	2015-03-31 23:21:12
121.532851	31.239856	2015-03-31 23:21:20
121.532131	31.239635	2015-03-31 23:21:29
121.531310	31.239407	2015-03-31 23:21:34
121.530421	31.239103	2015-03-31 23:21:39
121.529618	31.238854	2015-03-31 23:21:45
121.528226	31.238500	2015-03-31 23:21:56
121.527617	31.238549	2015-03-31 23:22:05
121.527207	31.239091	2015-03-31 23:22:13
121.526751	31.239777	2015-03-31 23:22:34
121.526764	31.239779	2015-03-31 23:22:55
121.526748	31.239819	2015-03-31 23:23:09
121.526542	31.240180	2015-03-31 23:23:17
121.526382	31.240446	2015-03-31 23:23:30
121.525929	31.240483	2015-03-31 23:23:38
121.525205	31.240262	2015-03-31 23:23:47
121.524419	31.239896	2015-03-31 23:23:57
121.524030	31.239686	2015-03-31 23:24:06
121.523540	31.239582	2015-03-31 23:24:17
121.523127	31.239471	2015-03-31 23:24:28
121.522350	31.239205	2015-03-31 23:24:36
121.521747	31.238988	2015-03-31 23:24:43
121.520988	31.238712	2015-03-31 23:24:50
121.519704	31.238189	2015-03-31 23:25:00
121.519163	31.238014	2015-03-31 23:25:05
121.518663	31.237926	2015-03-31 23:25:31
121.518658	31.237926	2015-03-31 23:25:52
121.518686	31.237870	2015-03-31 23:26:12
121.518697	31.237817	2015-03-31 23:26:32
121.518686	31.237822	2015-03-31 23:26:54
121.518674	31.237810	2015-03-31 23:27:14
121.518399	31.237696	2015-03-31 23:27:17
121.517803	31.237853	2015-03-31 23:27:34
121.517476	31.238422	2015-03-31 23:27:42
121.517024	31.239262	2015-03-31 23:27:51
121.511208	31.256997	2015-03-31 23:29:33
121.510768	31.257639	2015-03-31 23:29:38
121.510535	31.257981	2015-03-31 23:29:44
121.509959	31.258778	2015-03-31 23:29:51
121.509383	31.259437	2015-03-31 23:30:00
121.508940	31.259919	2015-03-31 23:30:08
121.508197	31.260707	2015-03-31 23:30:19
121.507654	31.261335	2015-03-31 23:30:27
121.507151	31.261875	2015-03-31 23:30:34
121.506732	31.262342	2015-03-31 23:30:56
121.506722	31.262342	2015-03-31 23:31:15
121.506664	31.262378	2015-03-31 23:31:37
121.506588	31.262390	2015-03-31 23:31:56
121.506558	31.262417	2015-03-31 23:32:12
121.506238	31.262765	2015-03-31 23:32:24
121.505669	31.263297	2015-03-31 23:32:32
121.505046	31.263849	2015-03-31 23:32:41
121.504586	31.264346	2015-03-31 23:33:01
121.504388	31.264517	2015-03-31 23:33:12
121.503961	31.264740	2015-03-31 23:33:22
121.500663	31.265657	2015-03-31 23:34:08
121.500592	31.265843	2015-03-31 23:34:17
121.500890	31.265978	2015-03-31 23:34:23
121.500926	31.265985	2015-03-31 23:34:27
121.500912	31.266604	2015-03-31 23:35:32
121.500920	31.266754	2015-03-31 23:36:37
121.500948	31.266770	2015-03-31 23:36:50
121.500864	31.265153	2015-03-31 23:37:26
121.501026	31.264938	2015-03-31 23:37:30
121.501306	31.264573	2015-03-31 23:37:37
121.501944	31.263935	2015-03-31 23:37:48
